index,employees,CEO_age,Name,Symbol,ipoDate,sector,IPO_weekday,firstday_volume,inweek_volume,Y_Open_Price,intra_day_up,intra_week_up,intra_month_up,SP500_lastweek_return,positive,negative,neutral
88,6578.0,64.0,"Avangrid, Inc.",AGR,2015-12-17,Public Utilities,3,1181540.0,19692505.979999993,38.75,1,1,1,-0.0014373993631113485,0.3847072167055947,0.0230798888951539,0.5922129154205322
93,7447.2628409493445,54.78709677419355,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond F,AGZD,2013-12-16,Other,0,0.0,18600.479799999994,50.04999923706055,1,1,1,0.00014378642393987815,0.33,0.33,0.33
95,3321.0,66.0,"Alliance Holdings GP, L.P.",AHGP,2006-05-10,Energy,2,5216148.0,1969045.0699999998,25.899999618530273,1,1,1,0.0019322499136632848,0.33,0.33,0.33
104,7447.2628409493445,54.78709677419355,Apollo Tactical Income Fund Inc.,AIF,2013-02-26,Other,1,567899.0,204898.12999999998,20.0,1,1,1,-0.0022633499857489365,0.0891849435865879,0.0205906024202703,0.890224426984787
106,4580.0,57.0,Altra Industrial Motion Corp.,AIMC,2006-12-15,Capital Goods,4,5134619.0,1095885.034,13.5,1,1,1,0.0014349352946555957,0.33,0.33,0.33
111,7447.2628409493445,54.78709677419355,First Trust RBA American Industrial Renaissance ETF,AIRR,2014-03-10,Other,0,0.0,1155289.5689,20.010000228881836,1,1,1,0.0017731113582495192,0.2759717030696924,0.3452110686532093,0.3788172287187951
120,63.0,46.0,"Akoustis Technologies, Inc.",AKTS,2015-05-28,Public Utilities,3,100.0,15684.0,4.0,0,0,0,-0.0005508574923583127,0.2357388415506907,0.0193020839776311,0.7449590989521572
125,7447.2628409493445,54.0,"Alexander & Baldwin, Inc.",ALEX,2012-06-14,Consumer Services,3,1600.0,3311.4000000000033,26.18000030517578,1,1,1,0.0048398750346963105,0.2482662712390296,0.0362939427962193,0.7154397821944692
127,3752.0,67.0,Allegiant Travel Company,ALGT,2006-12-08,Transportation,4,5540965.0,1883397.1900000002,24.0,1,1,0,0.0010624818060767888,0.33,0.33,0.33
129,10000.0,59.0,Allegion plc,ALLE,2013-11-18,Consumer Services,0,587184.0,2556709.8400000017,49.75,1,1,1,0.003605219860816982,0.0550240520387887,0.0344052609394896,0.9105707054788416
130,477.0,57.0,Allot Communications Ltd.,ALLT,2006-11-16,Technology,3,5690914.0,3329204.186,14.5,1,1,1,0.0017440705393550074,0.33,0.33,0.33
141,7447.2628409493445,54.78709677419355,Global X SuperDividend Alternatives ETF,ALTY,2015-07-13,Other,0,0.0,36556.9489,15.140000343322754,1,1,1,0.0015607404804360053,0.2821571750621539,0.0830014320137977,0.6348413954868501
146,113.0,51.0,"Ambac Financial Group, Inc.",AMBC,2013-05-01,Finance,2,922601.0,11868913.5801,18.610000610351562,0,0,0,0.0018544579964057117,0.0699751049697655,0.1770808633802265,0.7529440165079874
150,2205.0,66.0,AMC Networks Inc.,AMCX,2011-06-16,Consumer Services,3,1827551.0,4285918.254999999,31.149999618530273,0,0,0,-0.0018837435181145365,0.2467078173276845,0.0914803678810438,0.661811817161463
164,127.0,54.0,"A-Mark Precious Metals, Inc.",AMRK,2014-03-17,Basic Industries,0,34145.0,123029.30090000002,6.244999885559082,1,1,1,-0.0013730519028619817,0.33,0.33,0.33
169,140.0,53.0,"Aemetis, Inc",AMTX,2006-06-27,Basic Industries,1,2700.0,24574.6,41.25,1,0,0,-0.0013931779737266384,0.33,0.33,0.33
173,103.0,71.0,Anchor Bancorp,ANCB,2011-01-26,Finance,2,484413.0,609516.2999999999,10.5,1,1,0,0.00038571315424537226,0.2133341537167628,0.0627461421924332,0.7239197244246801
188,0.0,55.0,Sphere 3D Corp.,ANY,2013-08-12,Technology,0,3400.0,14510.3075,187.0,0,0,0,-0.001457958063719638,0.171186841558665,0.0436152041912441,0.785197946720007
193,1920.0,62.0,"American Public Education, Inc.",APEI,2007-11-09,Consumer Services,4,2997127.0,1188845.76,30.0,0,0,0,-0.008965670734017217,0.1998713994398713,0.2852964704746709,0.5148321175399948
194,56.0,44.0,"Apple Hospitality REIT, Inc.",APLE,2015-05-18,Consumer Services,0,2197490.0,4707441.84,18.0,1,1,1,0.0028156281088747015,0.1823090136204974,0.0337642193558292,0.7839267596670794
195,7447.2628409493445,52.0,"Archrock Partners, L.P.",APLP,2006-10-17,Public Utilities,1,4382320.0,956098.8200000002,22.5,1,1,1,0.0015314752953225724,0.33,0.33,0.33
199,146.0,48.0,"Digital Turbine, Inc.",APPS,2006-06-30,Miscellaneous,4,3500.0,33899209.3948874,2.0999999046325684,0,0,0,0.0020837802863252447,0.33,0.33,0.33
201,753.0,46.0,"Apptio, Inc.",APTI,2016-09-23,Technology,4,6612306.0,4305139.676900001,23.399999618530273,1,1,1,0.0026139551555183216,0.1091707359638906,0.0367408170094412,0.8540884256362915
203,129000.0,55.0,Aptiv PLC,APTV,2011-11-17,Capital Goods,3,20962021.0,11240524.735600002,17.812238693237305,1,1,1,-0.006677079552769543,0.33,0.33,0.33
204,121.0,55.0,Aptevo Therapeutics Inc.,APVO,2016-07-20,Health Care,2,600.0,154496.95010000002,112.0,0,1,1,0.002384534182117878,0.3042471234997113,0.0557549802002076,0.6399979112195033
207,37.0,67.0,"AquaBounty Technologies, Inc.",AQB,2017-01-10,Other,1,1380.0,10388.550000000001,5.199999809265137,0,0,0,0.0012527847574550816,0.2385273125727434,0.0272144431600699,0.7342582224188624
219,7447.2628409493445,50.0,"Ares Dynamic Credit Allocation Fund, Inc.",ARDC,2012-11-28,Other,2,1064950.0,607905.65,19.75,1,1,1,0.005210256516422611,0.33,0.33,0.33
227,0.0,51.0,Apollo Commercial Real Estate Finance,ARI,2009-09-24,Consumer Services,3,5842710.0,3245583.76,19.049999237060547,1,1,1,-0.00021582240203686456,0.1214522457929948,0.1062845505463579,0.7722632282227277
228,1932.0,51.0,"American Railcar Industries, Inc.",ARII,2006-01-20,Capital Goods,4,9146329.0,6637351.745999998,23.049999237060547,1,0,0,-0.0031260112854391803,0.33,0.33,0.33
233,31.0,54.78709677419355,"ARMO BioSciences, Inc.",ARMO,2018-01-26,Health Care,4,4365802.0,2141507.9501000005,28.0,0,0,0,0.0035562541528734487,0.1410966995474579,0.0309430707681488,0.8279602219919105
238,19.0,60.0,"ARMOUR Residential REIT, Inc.",ARR,2007-12-03,Consumer Services,0,51950.0,65571.16,73.19999694824219,1,1,1,0.005643022228532778,0.33,0.33,0.33
243,1510.0,40.0,AdvanSix Inc.,ASIX,2016-09-15,Basic Industries,3,4041.0,19829.902499999997,12.0,0,0,0,-0.002503356088122022,0.2280938979238271,0.0305245558265596,0.7413815334439278
244,79.0,39.0,"Assembly Biosciences, Inc.",ASMB,2010-12-17,Health Care,4,39090.0,63205.7,38.54999923706055,1,1,1,0.0018147305138142475,0.33,0.33,0.33
247,7447.2628409493445,49.0,Altisource Portfolio Solutions S.A.,ASPS,2009-08-07,Consumer Services,4,77470.0,2486526.5966,10.0,0,0,0,0.005127218247010933,0.2606762647628784,0.012962588109076,0.7263611555099487
262,66.0,56.0,"Athersys, Inc.",ATHX,2007-06-12,Health Care,1,500.0,33899209.3948874,131.25,0,0,0,-0.004040227806512269,0.33,0.33,0.33
267,16.0,54.0,Atomera Incorporated,ATOM,2016-08-05,Technology,4,139996.0,107877.63780000001,8.0,0,0,0,0.0010794461616646497,0.33,0.33,0.33
280,661.0,48.0,"AeroVironment, Inc.",AVAV,2007-01-23,Capital Goods,1,6808051.0,2333557.4708999996,25.0,1,1,1,0.00042368638142663084,0.33,0.33,0.33
282,7447.2628409493445,65.0,Broadcom Inc.,AVGO,2009-08-06,Technology,3,24196884.0,10420129.75,16.5,1,1,1,0.002555479738442961,0.0757884370783964,0.05874307329456,0.8654685020446777
286,10.0,51.0,Anavex Life Sciences Corp.,AVXL,2006-08-02,Health Care,2,500.0,7090.439999999995,8.0,0,0,0,0.0018752520143890156,0.33,0.33,0.33
287,219.0,49.0,"AveXis, Inc.",AVXS,2016-02-11,Health Care,3,1164206.0,473486.8499999999,18.020000457763672,0,0,0,-0.005610020413147081,0.183988804463297,0.0391556882532313,0.7768555097281933
288,3900.0,55.0,Armstrong World Industries Inc,AWI,2006-10-12,Consumer Non-Durables,3,169852.0,459361.8725,39.97999954223633,1,1,1,0.0030611666051937802,0.33,0.33,0.33
289,6900.0,58.0,American Water Works,AWK,2008-04-23,Public Utilities,2,23400575.0,12379259.06,20.600000381469727,1,1,1,0.0055127454702492374,0.2580113533884287,0.2052166379988193,0.5367720375458399
290,7447.2628409493445,54.78709677419355,Alpine Global Premier Properties Fund,AWP,2007-04-26,Other,3,952300.0,2572104.32,20.100000381469727,1,1,1,0.0022076267851105025,0.33,0.33,0.33
297,185.0,49.0,Atlantica Yield plc,AY,2014-06-13,Public Utilities,4,15448766.0,5367379.029999999,35.15999984741211,1,1,1,0.0006220647225243514,0.33,0.33,0.33
300,63.0,42.0,"Aytu BioScience, Inc.",AYTU,2008-09-24,Health Care,2,0.0,33899209.3948874,2920560.75,0,1,0,-0.00026657759665948966,0.33,0.33,0.33
313,7447.2628409493445,54.78709677419355,StoneCastle Financial Corp,BANX,2013-11-07,Other,3,340265.0,175228.01,25.049999237060547,1,1,1,-0.001994877767475597,0.0335184969007968,0.0202607307583093,0.9462208151817322
316,7447.2628409493445,57.0,Liberty Media Corporation,BATRA,2016-04-18,Consumer Services,0,314699.0,5161063.6292,36.0,1,1,1,0.003639818687535839,0.1187647366762953,0.3219617325488805,0.5592735348162688
317,7447.2628409493445,57.0,Liberty Media Corporation,BATRK,2016-04-18,Consumer Services,0,589050.0,6204233.3488,27.0,1,1,1,0.003639818687535839,0.1187647366762953,0.3219617325488805,0.5592735348162688
318,7447.2628409493445,54.78709677419355,Virtus LifeSci Biotech Clinical Trials ETF,BBC,2014-12-16,Other,1,0.0,215250.14670000004,25.5,0,0,0,-0.007193552170764577,0.33,0.33,0.33
319,98808.0,66.0,Banco Bradesco Sa,BBDO,2012-03-13,Finance,1,101637.0,200023.0464,14.545454978942871,1,1,1,0.0027717084938558368,0.098739563228446,0.2474458851182134,0.6538145431317389
322,7447.2628409493445,54.78709677419355,VanEck Vectors Biotech ETF,BBH,2011-12-20,Other,1,33000.0,113873.1132,34.68333435058594,1,0,0,-0.001485226211492861,0.33,0.33,0.33
325,7447.2628409493445,52.0,BalckRock Taxable Municipal Bond Trust,BBN,2010-08-27,Other,4,793312.0,537555.2100000001,20.0,1,1,1,-0.0038514051101736146,0.33,0.33,0.33
326,7447.2628409493445,54.78709677419355,Virtus LifeSci Biotech Products ETF,BBP,2014-12-16,Other,1,0.0,64178.0207,25.149999618530273,0,0,0,-0.007193552170764577,0.33,0.33,0.33
327,9500.0,47.0,"Bravo Brio Restaurant Group, Inc.",BBRG,2010-10-21,Consumer Services,3,5889827.0,1461465.0957000002,14.5,0,0,0,0.0013102282232607518,0.3787605102031918,0.0357099347668936,0.5855295410600759
328,26900.0,52.0,Brookfield Business Partners L.P.,BBU,2016-06-01,Basic Industries,2,200.0,480.0,14.762516021728516,0,0,1,0.0032538367306688765,0.2329579369618724,0.0947352682694028,0.6723067961824246
343,7447.2628409493445,54.0,BlackRock Resources,BCX,2011-03-29,Other,1,1443653.0,686407.5600000002,20.0,1,1,1,0.004451907576965897,0.1365007883869111,0.0341911877039819,0.8293080180883408
347,41933.0,64.0,"Becton, Dickinson and Company",BDXA,2017-05-11,Health Care,3,18106399.0,9585321.784999998,51.75,1,1,1,0.00019706101497829476,0.1576871844431466,0.0640475858843064,0.7782652258316636
357,7447.2628409493445,54.78709677419355,Global X Health & Wellness Thematic ETF,BFIT,2016-05-09,Other,0,0.0,1651.9388,15.239999771118164,1,1,1,-0.0011682202029519623,0.1666074940837335,0.087683666159232,0.7457088423177031
361,7447.2628409493445,54.0,Blackstone / GSO Strategic Credit Fund,BGB,2012-09-26,Other,2,1848703.0,833315.7200000001,20.0,1,1,1,-0.0027402170048789515,0.1708048788400796,0.0404307204656875,0.788764405135925
365,7447.2628409493445,54.78709677419355,Babson Global Short Duration High Yield Fund,BGH,2012-10-26,Other,4,379386.0,70058.32,25.0,1,1,1,-0.004834025662320099,0.3305489983823564,0.0303720556096069,0.6390789432658089
369,2680.0,60.0,"B&G Foods, Inc.",BGS,2007-05-23,Consumer Non-Durables,2,6668800.0,1843972.3003,13.5,1,1,1,0.0018154935903852579,0.33,0.33,0.33
371,7447.2628409493445,54.0,Blackstone GSO Long Short Credit Income Fund,BGX,2011-01-27,Other,3,571460.0,233179.11299999998,20.0,1,1,1,0.0005096981688387554,0.0922259911894798,0.0316782295703887,0.8760957717895508
372,7447.2628409493445,54.0,"BLACKROCK INTERNATIONAL, LTD.",BGY,2007-05-25,Other,4,1427900.0,1104400.67,20.010000228881836,1,1,1,0.00016228808179021202,0.33,0.33,0.33
381,7447.2628409493445,54.78709677419355,ProShares Ultra Nasdaq Biotechnology,BIB,2010-04-06,Other,1,0.0,109094.25380000002,7.50124979019165,1,1,1,0.0028881185559182904,0.1193713548460176,0.0452994451458964,0.8353292029731127
382,7447.2628409493445,54.78709677419355,First Trust BICK Index Fund,BICK,2010-04-12,Other,0,0.0,132700.06130000003,30.229999542236328,1,1,1,0.00328203404542095,0.3113406765278528,0.2065078397960358,0.4821514851056054
388,0.0,48.0,Brookfield Infrastructure Partners LP,BIP,2008-01-11,Consumer Services,4,62250.0,785215.7867,7.539682865142822,1,1,1,-0.004529104912063994,0.33,0.33,0.33
389,7447.2628409493445,54.78709677419355,ProShares UltraShort Nasdaq Biotechnology,BIS,2010-04-06,Other,1,0.0,24637.000000000004,4808.0,1,1,0,0.0028881185559182904,0.0942723812616389,0.0481975135676886,0.8575301092603932
390,7447.2628409493445,54.0,BlackRock Multi-Sector Income Trust,BIT,2013-02-26,Other,1,1925462.0,854959.1200000001,20.0,1,1,1,-0.0022633499857489365,0.33,0.33,0.33
394,7447.2628409493445,54.78709677419355,BlackRock Capital Investment Corporation,BKCC,2007-06-27,Other,2,4497149.0,1215396.7999999993,14.899999618530273,1,1,1,-0.0022889253555771682,0.33,0.33,0.33
399,4430.0,50.0,"Black Knight, Inc.",BKI,2015-05-20,Technology,2,16613857.0,2756303.0000000005,26.25,0,0,0,0.0013953093312533773,0.2425042350350263,0.1244004100238183,0.6330953545196192
404,2311.0,61.0,Blue Bird Corporation,BLBD,2014-03-20,Capital Goods,3,10117.0,686.4799999999998,9.600000381469727,0,1,1,0.0003606295824942128,0.2926547889633534,0.1478063538887345,0.5595388571102067
406,8400.0,62.0,TopBuild Corp.,BLD,2015-06-17,Basic Industries,2,100.0,779.1999999999998,22.75,0,0,0,0.0014645756835952278,0.2827299267053604,0.0339049376547336,0.6833651208877564
415,51.0,57.0,BioLineRx Ltd.,BLRX,2011-07-25,Health Care,0,1300.0,7289.162,75.1500015258789,0,1,1,0.003124777126375457,0.108147295936942,0.4507305689156055,0.4411221444606781
418,8774.0,48.0,Macro Bank Inc.,BMA,2006-03-24,Finance,4,3526900.0,3830453.4100000006,22.889999389648438,1,1,1,-1.386988805410613e-06,0.33,0.33,0.33
423,7447.2628409493445,54.78709677419355,Vanguard Total International Bond ETF,BNDX,2013-05-31,Other,4,0.0,414101.6259,50.599998474121094,1,1,1,-0.0032989646968405928,0.1703606480016158,0.0592698150959152,0.7703695371173895
424,20050.0,62.0,"Barnes & Noble Education, Inc",BNED,2015-07-23,Consumer Services,3,555174.0,796043.598,14.0,0,0,1,-0.0004526183317874783,0.3120331782544157,0.1410319346454669,0.5469348880665305
430,9900.0,62.0,"Bojangles&#39;, Inc.",BOJA,2015-05-08,Consumer Services,4,11909923.0,6065858.8387,26.75,1,1,1,0.0006676356942202366,0.33,0.33,0.33
437,7447.2628409493445,54.78709677419355,Global X Robotics & Artificial Intelligence ETF,BOTZ,2016-09-12,Other,0,0.0,3056.125799999999,14.760000228881836,1,1,0,-0.0007247256442419271,0.2223974790531135,0.0595574559580023,0.7180450589906785
447,9.0,67.0,"Bio-Path Holdings, Inc.",BPTH,2008-03-04,Health Care,1,325.0,296.8,180.0,0,0,0,-0.0027335025578330958,0.33,0.33,0.33
450,10000.0,56.0,"Broadridge Financial Solutions, Inc.",BR,2007-03-22,Miscellaneous,3,2908400.0,19235802.47,18.0,1,1,1,0.005786715053445016,0.33,0.33,0.33
458,612.0,52.0,"Borqs Technologies, Inc. ",BRQS,2015-11-05,Technology,3,18700.0,4998.039999999997,158.72000122070312,0,1,1,0.002357821543301156,0.33,0.33,0.33
462,0.0,57.0,Banco Santander Brasil SA,BSBR,2009-10-07,Finance,2,143028566.0,109219104.79,13.300000190734863,1,1,1,-0.0006472757447468146,0.1793929017068625,0.0482398207411811,0.7723672738748377
465,1342.0,55.0,BrightSphere Investment Group plc,BSIG,2014-10-09,Finance,3,9086801.0,4400886.1513,14.0,1,1,1,-0.0031384122256443714,0.33,0.33,0.33
466,7447.2628409493445,54.0,Blackstone GSO Senior Floating Rate Term Fund,BSL,2010-05-26,Other,2,261400.0,309385.30000000005,20.0,1,1,1,-0.008784680541444021,0.040944080799818,0.0259861238300799,0.933069795370102
468,200.0,59.0,"Biostar Pharmaceuticals, Inc.",BSPM,2008-12-18,Health Care,3,28.0,840.0,36.75007247924805,0,0,1,-0.00024034353225060073,0.33,0.33,0.33
470,7447.2628409493445,54.0,BlackRock Science and Technology Trust,BST,2014-10-29,Other,2,939411.0,503882.4101000001,20.0,1,1,1,0.005812018954266022,0.1215822741389274,0.2636750418692827,0.6147426828742028
471,7447.2628409493445,54.0,BlackRock Long-Term Municipal Advantage Trust,BTA,2006-02-23,Other,3,0.0,329500.0900000001,15.0,1,1,1,0.002810490274393253,0.33,0.33,0.33
474,7447.2628409493445,54.78709677419355,Principal Healthcare Innovators Index ETF,BTEC,2016-08-19,Other,4,0.0,203098.65979999996,25.5,1,1,0,0.0005543299167386813,0.1566045102587,0.0556504398385886,0.7877450402765
476,7447.2628409493445,52.0,BlackRock Municipal Target Term Trust Inc. (The),BTT,2012-08-29,Other,2,1724595.0,434231.6599999999,25.0,1,1,1,-0.0007630703571589301,0.0642962871296774,0.1128239369995536,0.822879780616079
477,7100.0,49.0,Peabody Energy Corporation,BTU,2017-04-03,Energy,0,15515.0,10332956.6117,30.030000686645508,1,1,1,0.0007873075285243423,0.1344082546072598,0.259796116908788,0.6057956335347346
478,7447.2628409493445,52.0,BlackRock Credit Allocation Income Trust,BTZ,2006-12-22,Other,4,255800.0,259200.7099999999,25.0,1,1,1,-0.00023820568910621582,0.33,0.33,0.33
479,7447.2628409493445,57.0,Anheuser-Busch Inbev SA,BUD,2009-07-01,Consumer Non-Durables,2,341454.0,748292.4225999999,38.29999923706055,1,1,1,0.004813418321725105,0.2152763726189732,0.1130346157588064,0.6716890130192041
481,7447.2628409493445,54.0,"BlackRock Utility, Infrastructure & Power Opportun",BUI,2011-11-23,Other,2,631046.0,231716.94999999995,20.0,1,1,1,-0.010554031415387069,0.1435262467712163,0.1539377286098897,0.7025360241532326
488,4800.0,54.78709677419355,Babcock,BW,2015-06-16,Capital Goods,1,50652.0,1455930.5699999998,220.5,1,1,1,0.00025683981331316364,0.2559855023658591,0.1827149349657983,0.5612995655352623
492,7447.2628409493445,55.0,BrandywineGLOBAL Global Income Opportunities Fund ,BWG,2012-03-28,Other,2,1014826.0,183778.14239999998,20.0,1,1,1,-0.0004059796888190581,0.33,0.33,0.33
495,2361.0,71.0,The Blackstone Group L.P.,BX,2007-06-22,Finance,4,115255478.0,103364560.04579999,36.45000076293945,1,1,1,-0.0012080026788809453,0.2486551972952756,0.1145931011573834,0.6367517059499567
507,2310.0,54.0,"Cable One, Inc.",CABO,2015-06-11,Consumer Services,3,8220.0,42494.78999999999,400.0,1,1,1,-3.079784846791801e-05,0.2177533361899229,0.2751438640827807,0.5071028010653598
512,7447.2628409493445,54.78709677419355,Morgan Stanley China A Share Fund Inc.,CAF,2006-09-28,Other,3,207800.0,249513.52,20.5,1,1,1,0.002299059634093397,0.33,0.33,0.33
513,0.0,50.0,8point3 Energy Partners LP,CAFD,2015-06-19,Public Utilities,4,14165758.0,7168752.094000001,20.75,1,1,1,0.0003414943975580874,0.1580973616506479,0.0231187571506192,0.8187838882396493
521,604.0,44.0,CrossAmerica Partners LP,CAPL,2012-10-25,Energy,3,2734346.0,611263.1800000004,21.40999984741211,1,1,1,-0.004141734269239107,0.33,0.33,0.33
529,7447.2628409493445,54.78709677419355,First Trust NASDAQ Global Auto Index Fund,CARZ,2011-05-09,Other,0,0.0,28499.831000000002,30.1200008392334,1,1,1,-0.0014846304595954912,0.2701487708029397,0.2410364251343473,0.4888148050897965
538,1895.0,58.0,"Cavium, Inc.",CAVM,2007-05-02,Technology,2,5396947.0,2762971.145,16.5,1,0,0,0.001453963525819549,0.33,0.33,0.33
541,26.0,42.0,CymaBay Therapeutics Inc.,CBAY,2014-01-27,Health Care,0,100.0,20278.0,5.0,0,0,0,-0.005219285244068307,0.0691072517074644,0.0248562302440404,0.9060365110635756
543,7447.2628409493445,54.78709677419355,AllianzGI Convertible & Income 2024 Target Term Fund,CBH,2017-06-28,Other,2,857302.0,365396.39979999996,10.0,1,1,1,-0.0007318721461661015,0.0816940736364234,0.0330357170579107,0.8852701999924399
545,13.0,51.0,"Catalyst Biosciences, Inc. ",CBIO,2006-04-12,Health Care,2,23207.0,24608.45,248.488037109375,1,1,1,-0.0010541030066624371,0.33,0.33,0.33
548,889.0,53.0,"Cboe Global Markets, Inc.",CBOE,2010-06-15,Finance,1,17033964.0,7870554.169400001,32.79999923706055,1,1,1,0.006725474079785854,0.1276632495224475,0.0892306070774793,0.7831061601638794
553,7000.0,60.0,Chemours Company (The),CC,2015-06-19,Basic Industries,4,2636060.0,8392044.909,21.0,1,1,1,0.0003414943975580874,0.2034482565941288,0.0455545909644569,0.7509971521794796
557,7447.2628409493445,54.78709677419355,Calamos Dynamic Convertible & Income Fund,CCD,2015-03-27,Other,4,1922069.0,205363.84050000005,25.010000228881836,1,1,1,-0.0026161174340062804,0.0904831471187727,0.0412280202976294,0.8682888065065656
561,635.0,54.78709677419355,CSI Compressco LP,CCLP,2011-06-15,Energy,2,1215352.0,417139.06999999995,20.0,1,1,1,-0.0022709924348662974,0.33,0.33,0.33
562,739.0,42.0,Concord Medical Services Holdings Limited,CCM,2009-12-11,Health Care,4,9122689.0,3954542.8349999986,8.784258842468262,1,1,1,-0.00034535146128468675,0.0806389235306617,0.0866329494156231,0.8327281253282414
569,0.0,56.0,"Corporate Capital Trust, Inc.",CCT,2017-11-14,Other,1,1658846.0,5342742.0298,18.049999237060547,1,1,1,-0.0004942433021665828,0.2476491071791234,0.1525654512865598,0.5997854424989386
571,7447.2628409493445,54.78709677419355,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,CDC,2014-07-01,Other,1,0.0,82727.1888,35.36000061035156,1,1,1,0.0007667478420237961,0.33,0.33,0.33
574,7447.2628409493445,54.78709677419355,VictoryShares US Large Cap High Div Volatility Wtd ETF,CDL,2015-07-07,Other,1,0.0,21194.48000000001,34.75,1,1,1,-0.0013929354377698283,0.33,0.33,0.33
580,74.0,48.0,ChromaDex Corporation,CDXC,2008-06-24,Consumer Durables,1,80.0,33899209.3948874,11.699999809265137,0,1,0,-0.0048506553210441805,0.33,0.33,0.33
585,1692.0,61.0,CNX Resources Corporation,CEIX,2017-11-14,Energy,1,900.0,1949.4400000000019,22.5,1,1,0,-0.0004942433021665828,0.1423215063577386,0.0532061093499962,0.80447238662713
587,39.0,54.78709677419355,"Celsius Holdings, Inc.",CELH,2007-01-22,Consumer Non-Durables,0,5025.0,62593.3,24.0,0,0,0,0.0008233876662421892,0.33,0.33,0.33
589,0.0,55.0,ClearBridge Energy MLP Fund Inc.,CEM,2010-06-25,Other,4,381780.0,839420.5320000001,100.0,1,1,1,-0.004893858236108027,0.33,0.33,0.33
591,7447.2628409493445,69.0,Center Coast Brookfield MLP & Energy Infrastructur,CEN,2013-09-26,Other,3,1003115.0,466863.276,200.0,1,1,1,-0.0004932766953639518,0.2034307122635043,0.1157381652336981,0.6808311199261383
592,4100.0,56.0,Central Garden & Pet Company,CENTA,2007-02-06,Consumer Durables,1,2775152.0,11024229.740000002,14.5,0,1,1,0.002578230077745904,0.33,0.33,0.33
600,548.0,31.0,Cemtrex Inc.,CETXP,2017-02-21,Capital Goods,1,144113.0,757194.5465,6.770208835601807,1,1,1,0.003524863421516208,0.1833129401373512,0.0516423619461848,0.7650446944377002
602,7447.2628409493445,54.78709677419355,VictoryShares Emerging Market Volatility Wtd ETF,CEZ,2016-03-22,Other,1,0.0,73128.8922,25.010000228881836,1,1,1,0.001944500944551659,0.33,0.33,0.33
604,7447.2628409493445,54.78709677419355,VictoryShares US 500 Volatility Wtd ETF,CFA,2014-07-01,Other,1,0.0,1808.6399999999994,35.31999969482422,1,1,1,0.0007667478420237961,0.33,0.33,0.33
611,7447.2628409493445,54.78709677419355,VictoryShares US 500 Enhanced Volatility Wtd ETF,CFO,2014-07-01,Other,1,0.0,106351.8119,35.25400161743164,1,1,1,0.0007667478420237961,0.33,0.33,0.33
612,23.0,64.0,ContraFect Corporation,CFRX,2014-09-12,Health Care,4,1650.0,48326.20489999998,52.5,1,1,1,-0.0010787481751915223,0.0937651693820952,0.0409836000097649,0.8652512260845729
624,47.0,48.0,Check-Cap Ltd.,CHEK,2015-03-18,Health Care,2,1547.0,11431.32,1416.0,1,1,1,0.001431376830153454,0.33,0.33,0.33
637,7447.2628409493445,56.0,CHS Inc,CHSCL,2015-01-15,Consumer Services,3,2556365.0,3139528.7798,25.149999618530273,1,1,1,-0.0006598387685553859,0.1070530151293889,0.032104840137165,0.8608421469862396
638,7447.2628409493445,56.0,CHS Inc,CHSCM,2014-09-10,Consumer Services,2,965209.0,2899169.85,24.920000076293945,1,1,1,-0.0005419702005021414,0.207790541036739,0.0457230848897025,0.7464863735322769
639,7447.2628409493445,56.0,CHS Inc,CHSCN,2014-03-06,Consumer Services,3,2229918.0,1826851.3499999999,25.3700008392334,1,1,1,0.002472388491065601,0.1234092840414422,0.0387973048357077,0.8377934076751654
640,7447.2628409493445,56.0,CHS Inc,CHSCO,2013-09-23,Consumer Services,0,720191.0,2363958.6,25.010000228881836,1,1,1,0.0015748311998861064,0.1528270726046729,0.0414481009867768,0.8057248276181337
646,323.0,50.0,"CommerceHub, Inc.",CHUBA,2016-07-22,Technology,4,1392930.0,3342379.5650000004,12.0,0,0,0,0.0014984448717703896,0.0630863159894942,0.0269402284175157,0.909973442554474
651,7447.2628409493445,54.78709677419355,First Trust NASDAQ Cybersecurity ETF,CIBR,2015-07-07,Other,1,81249.0,1082319.49,20.0,1,1,1,-0.0013929354377698283,0.3040634176090903,0.2358442960248499,0.4600922863896494
653,7447.2628409493445,54.78709677419355,VictoryShares International High Div Volatility Wtd ETF,CID,2015-08-20,Other,3,10400.0,1907.3396,34.68000030517578,1,1,1,-0.003311763664446505,0.33,0.33,0.33
658,7447.2628409493445,54.78709677419355,VictoryShares International Volatility Wtd ETF,CIL,2015-08-20,Other,3,1500.0,2183.6595999999995,34.459999084472656,1,1,1,-0.003311763664446505,0.33,0.33,0.33
665,7447.2628409493445,54.78709677419355,iShares Intermediate Credit Bond ETF,CIU,2007-01-05,Other,4,0.0,33899209.3948874,100.25,0,1,0,-9.70409589153525e-05,0.33,0.33,0.33
668,22900.0,60.0,"Civitas Solutions, Inc.",CIVI,2014-09-17,Health Care,2,6626564.0,2278794.665,6705.32275390625,1,1,1,1.2897265252760043e-05,0.1693854763483007,0.0483106259877482,0.7823038954465162
